id,neighbourhood_group_name,neighbourhood_Name
3658467,Auckland,Rodney Ward
3679198,South Taranaki District,Taranaki Coastal Ward
3687982,Whangarei District,Whangarei Heads Ward
3699623,Auckland,Albany Ward
3706494,Far North District,Bay of Islands-Whangaroa Ward
3711342,Porirua City,Northern Ward/Pukerua ki te Raki
3720705,Timaru District,Pleasant Point-Temuka Ward
3723296,Napier City,Nelson Park Ward
3730048,Tauranga City,Mount Maunganui-Papamoa Ward
3732886,Clutha District,Catlins Ward
3752172,Matamata-Piako District,Matamata Ward
3759088,Queenstown-Lakes District,Queenstown-Wakatipu Ward
3761232,Far North District,Bay of Islands-Whangaroa Ward
3775623,Matamata-Piako District,Te Aroha Ward
3782624,Queenstown-Lakes District,Queenstown-Wakatipu Ward
3783080,Christchurch City,Central Ward
3792674,Christchurch City,Banks Peninsula Ward
3801844,Southland District,Mararoa Waimea Ward
3802336,Queenstown-Lakes District,Wanaka Ward
3803262,Queenstown-Lakes District,Queenstown-Wakatipu Ward
3820315,Timaru District,Geraldine Ward
3835225,Auckland,Rodney Ward
3835908,Queenstown-Lakes District,Queenstown-Wakatipu Ward
3842095,Hastings District,Heretaunga Ward
3842939,Auckland,Waitematā and Gulf Ward
3852466,Auckland,Waitematā and Gulf Ward
3852863,Christchurch City,Banks Peninsula Ward
3852872,Christchurch City,Banks Peninsula Ward
3853118,Christchurch City,Banks Peninsula Ward
3854522,Whangarei District,Bream Bay Ward
3862300,Queenstown-Lakes District,Queenstown-Wakatipu Ward
3890157,Dunedin City,Area Outside Ward
3891342,Auckland,Waitākere Ward
3891390,Timaru District,Geraldine Ward
3891459,Timaru District,Geraldine Ward
3900685,Christchurch City,Banks Peninsula Ward
3906800,Kapiti Coast District,Ōtaki Ward 
3908004,Far North District,Bay of Islands-Whangaroa Ward
3917607,Auckland,Ōrākei Ward
3918210,Auckland,Waitematā and Gulf Ward
3940006,Wellington City,Pukehīnau/Lambton Ward
3946299,South Wairarapa District,Greytown Ward
3951670,Auckland,Waitematā and Gulf Ward
3952612,Auckland,Albany Ward
3958695,Taupo District,Taupō Ward
3970875,Auckland,North Shore Ward
3972081,Thames-Coromandel District,Mercury Bay Ward
3980156,Auckland,Franklin Ward
4000236,Central Otago District,Cromwell Ward
4015959,New Plymouth District,New Plymouth City Ward
4017099,Waikato District,Newcastle Ward
4026368,Whangarei District,Bream Bay Ward
4035145,Tauranga City,Te Papa-Welcome Bay Ward
4040979,Kaipara District,Mangawhai-Kaiwaka Ward
4040995,Rotorua District,Area Outside Ward
4041203,Nelson City,Area Outside Ward
4053456,Auckland,Waitematā and Gulf Ward
4060430,Taupo District,Taupō Ward
4063028,Christchurch City,Harewood Ward
4071509,Auckland,Albert-Eden-Puketāpapa Ward
4077145,Thames-Coromandel District,Mercury Bay Ward
4077206,Far North District,Bay of Islands-Whangaroa Ward
4077268,Far North District,Bay of Islands-Whangaroa Ward
4077491,Queenstown-Lakes District,Arrowtown Ward
4079274,Auckland,Ōrākei Ward
4086148,Palmerston North City,Area Outside Ward
4121687,Christchurch City,Heathcote Ward
4122012,Southland District,Waiau Aparima Ward
4139653,Auckland,Albert-Eden-Puketāpapa Ward
4144718,Christchurch City,Banks Peninsula Ward
4145957,Auckland,Howick Ward
4157961,Auckland,Waitematā and Gulf Ward
4164396,Auckland,North Shore Ward
4164655,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4173419,New Plymouth District,North Ward
4181384,Wellington City,Pukehīnau/Lambton Ward
4184109,Thames-Coromandel District,Mercury Bay Ward
4200776,Hamilton City,West Ward
4205151,Hastings District,Hastings-Havelock North Ward
4205307,Auckland,Waitematā and Gulf Ward
4207189,Far North District,Bay of Islands-Whangaroa Ward
4210544,Auckland,Waitematā and Gulf Ward
4210947,Christchurch City,Banks Peninsula Ward
4218956,Queenstown-Lakes District,Wanaka Ward
4219699,New Plymouth District,New Plymouth City Ward
4227092,Kaipara District,Mangawhai-Kaiwaka Ward
4234699,Whangarei District,Whangarei Heads Ward
4237543,Lower Hutt City,Western Ward
4239027,Auckland,Howick Ward
4257316,Auckland,Albert-Eden-Puketāpapa Ward
4271035,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4278848,Tasman District,Golden Bay Ward
4288484,Far North District,Bay of Islands-Whangaroa Ward
4291256,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4300846,Auckland,Howick Ward
4310717,Whangarei District,Whangarei Heads Ward
4310805,Auckland,Albert-Eden-Puketāpapa Ward
4317624,Auckland,Waitematā and Gulf Ward
4317686,Auckland,Waitematā and Gulf Ward
4318406,Kapiti Coast District,Paekākāriki-Raumati Ward
4319111,Tauranga City,Mount Maunganui-Papamoa Ward
4323252,Ruapehu District,National Park Ward
4323986,Rotorua District,Area Outside Ward
4325529,Tasman District,Moutere-Waimea Ward
4335935,Auckland,Ōrākei Ward
4336009,Wellington City,Motukairangi/Eastern Ward
4350988,Taupo District,Taupō Ward
4365740,Napier City,Ahuriri Ward
4371787,Rotorua District,Area Outside Ward
4372614,Central Otago District,Cromwell Ward
4387601,Tasman District,Motueka Ward
4394839,Christchurch City,Spreydon Ward
4394974,Marlborough District,Wairau-Awatere Ward
4395664,Tasman District,Golden Bay Ward
4395908,Hamilton City,East Ward
4405409,Dunedin City,Area Outside Ward
4410317,Auckland,Rodney Ward
4413346,Auckland,Waitematā and Gulf Ward
4425092,Tasman District,Golden Bay Ward
4430690,Taupo District,Taupō Ward
4431843,Auckland,Waitākere Ward
4439847,Auckland,Rodney Ward
4448718,Auckland,Albany Ward
4459584,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4462268,Auckland,Rodney Ward
4462338,Auckland,Rodney Ward
4465526,Taupo District,Taupō Ward
4470809,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4470909,Auckland,Albert-Eden-Puketāpapa Ward
4476393,Wellington City,Paekawakawa/Southern Ward
4477300,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4477871,Tasman District,Motueka Ward
4484843,Horowhenua District,Waiopehu Ward
4485352,Wellington City,Pukehīnau/Lambton Ward
4493648,Whangarei District,Whangarei Heads Ward
4495011,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4495027,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4495485,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4496217,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4505770,Auckland,Waitematā and Gulf Ward
4511672,Far North District,Bay of Islands-Whangaroa Ward
4512759,Tasman District,Golden Bay Ward
4513911,Marlborough District,Marlborough Sounds Ward
4519320,Nelson City,Area Outside Ward
4520088,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4521759,Auckland,Waitematā and Gulf Ward
4538530,Auckland,Albert-Eden-Puketāpapa Ward
4538740,Auckland,Waitematā and Gulf Ward
4540387,Auckland,Albany Ward
4541643,Auckland,North Shore Ward
4547198,Kaipara District,West Coast-Central Ward
4547659,Waikato District,Raglan Ward
4547714,Queenstown-Lakes District,Wanaka Ward
4547992,Waimate District,Waimate Ward
4553401,Far North District,Bay of Islands-Whangaroa Ward
4558320,Hastings District,Heretaunga Ward
4559205,Thames-Coromandel District,Mercury Bay Ward
4567164,Auckland,Waitematā and Gulf Ward
4574285,Tasman District,Golden Bay Ward
4576971,Western Bay of Plenty District,Kaimai Ward
4583201,Rotorua District,Area Outside Ward
4584129,Queenstown-Lakes District,Wanaka Ward
4587856,Tasman District,Golden Bay Ward
4596045,Whangarei District,Whangarei Heads Ward
4597935,Auckland,Rodney Ward
4598911,Auckland,Maungakiekie-Tāmaki Ward
4598929,Auckland,Waitematā and Gulf Ward
4608387,Auckland,Rodney Ward
4613999,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4623681,Ruapehu District,Taumarunui Ward
4633798,Hastings District,Kahuranaki Ward
4634084,Hamilton City,West Ward
4639083,Christchurch City,Heathcote Ward
4645445,Queenstown-Lakes District,Wanaka Ward
4646501,Auckland,Waitematā and Gulf Ward
4646758,Clutha District,Balclutha Ward
4653853,Queenstown-Lakes District,Wanaka Ward
4654407,Napier City,Ahuriri Ward
4660971,Auckland,Ōrākei Ward
4662911,Taupo District,Turangi-Tongariro Ward
4663393,Kapiti Coast District,Paekākāriki-Raumati Ward
4670368,Far North District,Bay of Islands-Whangaroa Ward
4673039,Tauranga City,Te Papa-Welcome Bay Ward
4673057,Tauranga City,Te Papa-Welcome Bay Ward
4673131,Kaikoura District,Area Outside Ward
4677994,Waikato District,Raglan Ward
4678335,Central Hawke's Bay District,Aramoana-Ruahine Ward
4680718,Christchurch City,Fendalton Ward
4682255,Queenstown-Lakes District,Wanaka Ward
4687077,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4687477,Auckland,Waitematā and Gulf Ward
4688083,Auckland,Waitematā and Gulf Ward
4688661,Porirua City,Northern Ward/Pukerua ki te Raki
4690094,Dunedin City,Area Outside Ward
4707631,Auckland,Ōrākei Ward
4711783,Christchurch City,Banks Peninsula Ward
4720173,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4731530,Auckland,Albany Ward
4738453,Far North District,Bay of Islands-Whangaroa Ward
4746678,Auckland,Waitematā and Gulf Ward
4752840,Wellington City,Pukehīnau/Lambton Ward
4754418,Waikato District,Raglan Ward
4760602,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4761000,Wellington City,Paekawakawa/Southern Ward
4767558,Thames-Coromandel District,South Eastern Ward
4767654,Whanganui District,Area Outside Ward
4769038,Far North District,Bay of Islands-Whangaroa Ward
4776863,Christchurch City,Coastal Ward
4788091,Tasman District,Moutere-Waimea Ward
4794640,Napier City,Ahuriri Ward
4800829,Auckland,Waitākere Ward
4802177,Auckland,Waitākere Ward
4803592,Gisborne District,Gisborne Ward
4809090,Queenstown-Lakes District,Wanaka Ward
4810278,Auckland,Franklin Ward
4814845,Queenstown-Lakes District,Arrowtown Ward
4816357,Thames-Coromandel District,Mercury Bay Ward
4816611,Napier City,Taradale Ward
4816788,Tasman District,Moutere-Waimea Ward
4817842,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4818291,Central Otago District,Cromwell Ward
4822927,Wellington City,Motukairangi/Eastern Ward
4823387,Tasman District,Moutere-Waimea Ward
4825420,Queenstown-Lakes District,Wanaka Ward
4826095,Clutha District,Lawrence-Tuapeka Ward
4833591,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4840907,Napier City,Ahuriri Ward
4841694,Napier City,Ahuriri Ward
4841753,Napier City,Ahuriri Ward
4850303,Taupo District,Turangi-Tongariro Ward
4850915,Tasman District,Golden Bay Ward
4856208,Whanganui District,Area Outside Ward
4862897,Whangarei District,Hikurangi-Coastal Ward
4863321,Auckland,Waitākere Ward
4870085,Auckland,Ōrākei Ward
4887570,Thames-Coromandel District,South Eastern Ward
4891399,Far North District,Bay of Islands-Whangaroa Ward
4891632,Nelson City,Area Outside Ward
4896744,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4897026,Central Otago District,Teviot Valley Ward
4902209,Auckland,North Shore Ward
4903061,Far North District,Bay of Islands-Whangaroa Ward
4903634,Auckland,Albert-Eden-Puketāpapa Ward
4908639,Auckland,Waitākere Ward
4909178,Tasman District,Moutere-Waimea Ward
4909942,Christchurch City,Hornby Ward
4918035,Auckland,Ōrākei Ward
4922191,Central Otago District,Maniototo Ward
4925038,South Wairarapa District,Greytown Ward
4930753,New Plymouth District,New Plymouth City Ward
4931799,Hastings District,Kahuranaki Ward
4932949,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4933186,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4936766,New Plymouth District,New Plymouth City Ward
4937119,Southland District,Stewart Island/Rakiura Ward
4937639,Auckland,Waitematā and Gulf Ward
4938499,Auckland,Waitematā and Gulf Ward
4942255,Auckland,Albert-Eden-Puketāpapa Ward
4942854,Southland District,Mararoa Waimea Ward
4948734,Thames-Coromandel District,Mercury Bay Ward
4950556,Far North District,Te Hiku Ward
4951099,Napier City,Onekawa-Tamatea Ward
4951833,Selwyn District,Malvern Ward
4957969,Whanganui District,Area Outside Ward
4958616,Kaikoura District,Area Outside Ward
4959232,Far North District,Bay of Islands-Whangaroa Ward
4959606,Rotorua District,Area Outside Ward
4967813,Southland District,Mararoa Waimea Ward
4968637,Timaru District,Geraldine Ward
4969373,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4978493,Tasman District,Motueka Ward
4979176,Queenstown-Lakes District,Queenstown-Wakatipu Ward
4980114,Ruapehu District,Taumarunui Ward
4984860,Tasman District,Motueka Ward
4995433,Napier City,Nelson Park Ward
5006348,Christchurch City,Cashmere Ward
5020683,Grey District,Eastern Ward
5021946,Far North District,Bay of Islands-Whangaroa Ward
5021985,Marlborough District,Wairau-Awatere Ward
5030409,Westland District,Southern Ward
5030520,Tasman District,Motueka Ward
5030974,Hamilton City,East Ward
5031078,Westland District,Southern Ward
5031710,Ruapehu District,Taumarunui Ward
5031747,Auckland,Waitematā and Gulf Ward
5040124,Christchurch City,Cashmere Ward
5040244,Marlborough District,Blenheim Ward
5040278,Wellington City,Motukairangi/Eastern Ward
5041689,Waikato District,Raglan Ward
5042802,Queenstown-Lakes District,Queenstown-Wakatipu Ward
5047610,Dunedin City,Area Outside Ward
5047748,Thames-Coromandel District,Thames Ward
5057735,Taupo District,Taupō Ward
5058544,Hurunui District,West Ward
5058548,Dunedin City,Area Outside Ward
5061900,Nelson City,Area Outside Ward
5069244,Wellington City,Wharangi/Onslow-Western Ward
5070305,Tasman District,Moutere-Waimea Ward
5070314,Kaipara District,Otamatea Ward
5077498,Far North District,Bay of Islands-Whangaroa Ward
5077621,Central Otago District,Vincent Ward
5077827,Far North District,Bay of Islands-Whangaroa Ward
5078665,Auckland,North Shore Ward
5082411,Wellington City,Motukairangi/Eastern Ward
5084110,Hastings District,Hastings-Havelock North Ward
5084201,Far North District,Te Hiku Ward
5084624,Hastings District,Heretaunga Ward
5086043,Ruapehu District,National Park Ward
5092519,Napier City,Nelson Park Ward
5093784,Queenstown-Lakes District,Queenstown-Wakatipu Ward
5093897,Wellington City,Paekawakawa/Southern Ward
5094517,Hastings District,Hastings-Havelock North Ward
5094978,Wellington City,Takapū/Northern Ward
5095105,Whangarei District,Okara Ward
5095866,Queenstown-Lakes District,Queenstown-Wakatipu Ward
5096058,Auckland,North Shore Ward
5098139,Southland District,Mararoa Waimea Ward
5106273,Waikato District,Whangamarino Ward
5107015,Tauranga City,Te Papa-Welcome Bay Ward
5115671,Buller District,Westport Ward
5116135,Queenstown-Lakes District,Wanaka Ward
5117956,Whangarei District,Hikurangi-Coastal Ward
5125739,Queenstown-Lakes District,Wanaka Ward
5127102,Whangarei District,Whangarei Heads Ward
5127251,Whangarei District,Whangarei Heads Ward
5127562,Wairoa District,Wairoa General Ward
5134907,Far North District,Bay of Islands-Whangaroa Ward
5138221,Auckland,Albert-Eden-Puketāpapa Ward
5145432,Auckland,Howick Ward
5145607,Waikato District,Eureka Ward
5154033,Thames-Coromandel District,Mercury Bay Ward
5154051,Kapiti Coast District,Paekākāriki-Raumati Ward
5154385,Tauranga City,Mount Maunganui-Papamoa Ward
5154436,Queenstown-Lakes District,Wanaka Ward
5155658,Queenstown-Lakes District,Queenstown-Wakatipu Ward
5161047,Christchurch City,Cashmere Ward
5163129,Nelson City,Area Outside Ward
5171721,Auckland,Waitematā and Gulf Ward
5171956,Queenstown-Lakes District,Wanaka Ward
5172423,Westland District,Northern Ward
5173658,Upper Hutt City,Area Outside Ward
5175052,Auckland,Waitematā and Gulf Ward
5175256,Napier City,Onekawa-Tamatea Ward
5175989,Christchurch City,Riccarton Ward
5176140,Grey District,Southern Ward
5183453,Thames-Coromandel District,Thames Ward
5184352,Taupo District,Taupō Ward
5193233,Wellington City,Motukairangi/Eastern Ward
5194538,Auckland,Albany Ward
5195087,Waipa District,Cambridge Ward
5195092,Auckland,Ōrākei Ward
5195753,Far North District,Bay of Islands-Whangaroa Ward
5195979,Auckland,Albany Ward
5206741,Auckland,Waitematā and Gulf Ward
5213151,Tauranga City,Mount Maunganui-Papamoa Ward
5216263,Auckland,Whau Ward
5220739,Central Otago District,Cromwell Ward
5220782,Auckland,Waitematā and Gulf Ward
5221183,Nelson City,Area Outside Ward
5221581,Rotorua District,Area Outside Ward
5221787,Kapiti Coast District,Waikanae Ward
5222267,Auckland,Albany Ward
5230183,Taupo District,Taupō Ward
5230610,Auckland,Ōrākei Ward
5230973,Far North District,Bay of Islands-Whangaroa Ward
5230983,Napier City,Ahuriri Ward
5232493,Hastings District,Hastings-Havelock North Ward
5232690,Taupo District,Taupō Ward
5232721,Timaru District,Pleasant Point-Temuka Ward
5239479,Nelson City,Area Outside Ward
5239859,Thames-Coromandel District,Mercury Bay Ward
5240572,Buller District,Westport Ward
5242725,Rotorua District,Area Outside Ward
5243069,Dunedin City,Area Outside Ward
5243467,Auckland,Albany Ward
5247212,Queenstown-Lakes District,Queenstown-Wakatipu Ward
5251461,Waimate District,Pareora-Otaio-Makikihi Ward
5252086,Queenstown-Lakes District,Wanaka Ward
5252545,Nelson City,Area Outside Ward
5252899,Western Bay of Plenty District,Katikati-Waihi Beach Ward
5261891,Hastings District,Heretaunga Ward
5263752,Dunedin City,Area Outside Ward
5270312,Christchurch City,Heathcote Ward
5270646,Ruapehu District,Waimarino-Waiouru Ward
5271685,Upper Hutt City,Area Outside Ward
5272351,Queenstown-Lakes District,Wanaka Ward
